id,first_name,last_name,number,team_id,position,class,from,country,height_in,games,poss,pts,ast,reb,oreb,stl,blk,to,fouls,fgm,fga,threem,threea,ftm,fta,sj_poss,sj_fgm,sj_pts,sj_ppp,sj_pct,mj_poss,mj_fgm,mj_pts,mj_ppp,mj_pct,three_poss,three_fgm,three_pts,three_ppp,three_pct,cs_poss,cs_fgm,cs_pts,cs_ppp,cs_pct,cs_efg,cs_three_fgm,cs_three_fga,cs_three_pct,cs_three_per_fga,rim_poss,rim_fgm,rim_pts,rim_ppp,rim_pct,rim_ft_pct,hook_poss,hooks_fgm,hook_pts,hooks_ppp,hooks_fg_pct,hooks_ft_pct,run_poss,run_fgm,run_pts,run_ppp,run_fg_pct,run_ft_pct,dunk_poss,dunk_fgm,dunk_pts,dunk_ppp,dunk_fg_pct,dunk_ft_pct,iso_poss,iso_pts,iso_ppp,iso_fgm,iso_fga,iso_fg_pct,iso_efg,iso_to,iso_ft,iso_score,prb_poss,prb_pts,prb_ppp,prb_fgm,prb_fga,prb_fg,prb_efg,prb_to,prb_ft,prb_score,post_poss,post_pts,post_ppp,post_fgm,post_fga,post_fg,post_to,post_ft,post_score,roll_poss,roll_pts,roll_ppp,roll_fgm,roll_fga,roll_fg,roll_efg,roll_to,roll_ft,roll_score,ho_poss,ho_pts,ho_ppp,ho_fgm,ho_fga,ho_fg,ho_efg,ho_to,ho_ft,ho_score,su_poss,su_pts,su_ppp,su_fgm,su_fga,su_fg,su_efg,su_score,os_poss,os_pts,os_ppp,os_fgm,os_fga,os_fg,os_efg,os_to,os_ft,os_score,trans_poss,trans_pts,trans_ppp,trans_fgm,trans_fga,trans_fg,trans_efg,trans_to,trans_ft,trans_score,cut_poss,cut_pts,cut_ppp,cut_fgm,cut_fga,cut_fg,cut_efg,cut_to,cut_ft,cut_score,pb_poss,pb_pts,pb_ppp,pb_fgm,pb_fga,pb_fg,pb_to,pb_ft,pb_score,pd_poss,pd_pts,pd_ppp,pd_fgm,pd_fga,pd_fg_pct,pd_efg_pct,pd_score_pct,pd_threefgm,pd_threefga,pd_threepct,pd_three_per_fg,intd_poss,intd_pts,intd_ppp,intd_fgm,intd_fga,intd_fg,intd_score_pct,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,poss,fgm,fga,three_fgm,three_fga,ftm,fta,fg_pct,three_fg_pct,ft_pct,efg,to_pct,three_per_fga,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,team_poss,team_pts,team_ast,team_reb,team_oreb,team_stl,team_blk,team_tov,team_fouls,team_fgm,team_fga,team_threem,team_threea,team_ftm,team_fta
11,Ryker,Vance,23,AMH,Forward,Sophomore,Naples (FL),United States of America,79,20,176,168,12,109,39,11,23,23,24,58,120,6,21,46,73,4,0,0,0.000,0.000,1,0,0,0.000,0.000,21,6,18,0.857,0.286,21,6,18,0.857,0.286,0.429,6,20,0.300,0.95,68,43,89,1.309,0.632,0.088,13,5,11,0.846,0.385,0.077,7,2,4,0.571,0.286,0.000,7,7,14,2.000,1.000,0.000,4,3,0.750,1,1,1.000,1.000,0.500,0.250,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,40,40,1.000,17,33,0.515,0.025,0.200,0.550,11,12,1.091,3,8,0.375,0.438,0.000,0.273,0.545,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,27,19,0.704,6,24,0.250,0.354,0.296,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,6,6,1.000,2,4,0.500,0.500,0.167,0.167,0.500,36,38,1.056,13,26,0.500,0.500,0.056,0.250,0.556,27,36,1.333,13,19,0.684,0.000,0.407,0.741,69,53,0.768,19,59,0.322,0.398,0.275,9,27,0.333,0.46,47,24,0.511,11,41,0.268,0.234,Amherst College,Mammoths,Marlon Sears,10,14,4,6,24,1848,523,1349,158,519,210,335,0.388,0.304,0.627,0.446,0.186,0.38,Amherst College,Mammoths,Marlon Sears,10,14,4,6,281,1848,1414,271,872,216,113,98,343,377,523,1349,158,519,210,335
12,Charlie,Randall,25,AMH,Center,Freshman,Larchmont (NY),United States of America,85,16,118,76,9,62,7,4,18,24,13,28,87,9,36,11,14,7,2,4,0.571,0.286,4,0,0,0.000,0.000,36,9,27,0.750,0.250,39,10,29,0.744,0.256,0.372,9,35,0.257,0.90,13,8,16,1.231,0.615,0.077,8,4,8,1.000,0.500,0.000,1,1,2,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,2,0,0.000,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,18,14,0.778,6,15,0.400,0.056,0.111,0.389,4,7,1.750,3,4,0.750,0.875,0.000,0.000,0.750,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,35,20,0.571,6,29,0.207,0.310,0.200,4,2,0.500,0,3,0.000,0.000,0.000,0.250,0.250,15,8,0.533,3,10,0.300,0.400,0.333,0.000,0.200,27,21,0.778,9,20,0.450,0.450,0.185,0.074,0.407,5,4,0.800,1,4,0.250,0.000,0.400,0.400,44,22,0.500,6,32,0.188,0.219,0.136,2,15,0.133,0.47,22,12,0.545,4,20,0.200,0.182,Amherst College,Mammoths,Marlon Sears,10,14,4,6,24,1848,523,1349,158,519,210,335,0.388,0.304,0.627,0.446,0.186,0.38,Amherst College,Mammoths,Marlon Sears,10,14,4,6,281,1848,1414,271,872,216,113,98,343,377,523,1349,158,519,210,335
13,Will,Phelan,30,AMH,Guard,Senior,Quincy (MA),United States of America,76,12,37,27,7,20,5,3,0,5,14,7,26,5,18,8,11,0,0,0,0.000,0.000,1,0,0,0.000,0.000,18,5,15,0.833,0.278,19,5,15,0.789,0.263,0.395,5,18,0.278,0.95,5,1,2,0.400,0.200,0.000,0,0,0,0.000,0.000,0.000,2,1,2,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,4,2,0.500,1,3,0.333,0.333,0.250,0.000,0.250,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,1,2,2.000,0,0,0.000,0.000,0.000,1.000,1.000,20,10,0.500,2,16,0.125,0.188,0.200,2,3,1.500,1,2,0.500,0.750,0.000,0.000,0.500,5,3,0.600,1,3,0.333,0.500,0.200,0.200,0.200,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,19,10,0.526,4,16,0.250,0.313,0.211,2,9,0.222,0.56,6,4,0.667,2,6,0.333,0.333,Amherst College,Mammoths,Marlon Sears,10,14,4,6,24,1848,523,1349,158,519,210,335,0.388,0.304,0.627,0.446,0.186,0.38,Amherst College,Mammoths,Marlon Sears,10,14,4,6,281,1848,1414,271,872,216,113,98,343,377,523,1349,158,519,210,335
14,Noah,Helmke,31,AMH,Forward,Sophomore,Great Barrington (MA),United States of America,79,22,174,154,6,91,11,3,2,22,25,54,146,34,101,12,16,8,3,6,0.750,0.375,8,4,8,1.000,0.500,101,34,103,1.020,0.337,98,32,95,0.969,0.327,0.480,30,92,0.326,0.94,16,9,19,1.188,0.563,0.063,3,0,0,0.000,0.000,0.000,2,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,4,2,0.500,1,3,0.333,0.333,0.250,0.000,0.250,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,7,6,0.857,3,7,0.429,0.000,0.000,0.429,7,3,0.429,1,6,0.167,0.250,0.143,0.000,0.143,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,80,95,1.188,31,70,0.443,0.636,0.425,29,20,0.690,7,28,0.250,0.321,0.000,0.034,0.276,12,10,0.833,4,11,0.364,0.455,0.083,0.000,0.333,11,10,0.909,4,10,0.400,0.400,0.000,0.091,0.455,7,8,1.143,3,6,0.500,0.000,0.286,0.571,63,68,1.079,23,54,0.426,0.537,0.365,12,25,0.480,0.46,35,30,0.857,13,33,0.394,0.371,Amherst College,Mammoths,Marlon Sears,10,14,4,6,24,1848,523,1349,158,519,210,335,0.388,0.304,0.627,0.446,0.186,0.38,Amherst College,Mammoths,Marlon Sears,10,14,4,6,281,1848,1414,271,872,216,113,98,343,377,523,1349,158,519,210,335
15,Dan,Schlakman,33,AMH,Forward,Junior,Sharon (MA),United States of America,79,20,106,64,18,84,28,4,11,26,38,23,65,2,10,16,34,1,0,0,0.000,0.000,2,1,2,1.000,0.500,10,2,6,0.600,0.200,9,3,8,0.889,0.333,0.444,2,8,0.250,0.89,41,18,37,0.902,0.439,0.049,5,1,2,0.400,0.200,0.000,2,1,2,1.000,0.500,0.000,1,1,2,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,24,11,0.458,5,19,0.263,0.125,0.083,0.250,7,8,1.143,3,6,0.500,0.583,0.000,0.143,0.571,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,20,9,0.450,4,16,0.250,0.250,0.250,3,4,1.333,1,1,1.000,1.500,0.333,0.333,0.667,8,6,0.750,3,4,0.750,0.750,0.500,0.000,0.375,15,11,0.733,4,11,0.364,0.364,0.200,0.133,0.333,11,10,0.909,3,7,0.429,0.000,0.364,0.636,40,38,0.950,12,36,0.333,0.458,0.300,9,20,0.450,0.56,39,25,0.641,11,32,0.344,0.282,Amherst College,Mammoths,Marlon Sears,10,14,4,6,24,1848,523,1349,158,519,210,335,0.388,0.304,0.627,0.446,0.186,0.38,Amherst College,Mammoths,Marlon Sears,10,14,4,6,281,1848,1414,271,872,216,113,98,343,377,523,1349,158,519,210,335
16,Will,Scherer,40,AMH,Center,Sophomore,Darnestown (MD),United States of America,82,19,133,105,18,130,51,8,20,35,45,47,87,0,0,11,21,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,1,2,2.000,1.000,1.000,0,0,0.000,0.00,68,38,76,1.118,0.559,0.015,17,8,16,0.941,0.471,0.000,0,0,0,0.000,0.000,0.000,10,8,16,1.600,0.800,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,33,27,0.818,12,26,0.462,0.152,0.061,0.424,7,5,0.714,2,3,0.667,0.667,0.286,0.286,0.429,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,4,4,1.000,2,3,0.667,0.667,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,10,8,0.800,4,7,0.571,0.571,0.300,0.000,0.400,22,22,1.000,10,18,0.556,0.556,0.091,0.091,0.500,37,35,0.946,16,29,0.552,0.135,0.108,0.486,32,26,0.813,8,25,0.320,0.440,0.250,6,19,0.316,0.76,54,36,0.667,15,44,0.341,0.278,Amherst College,Mammoths,Marlon Sears,10,14,4,6,24,1848,523,1349,158,519,210,335,0.388,0.304,0.627,0.446,0.186,0.38,Amherst College,Mammoths,Marlon Sears,10,14,4,6,281,1848,1414,271,872,216,113,98,343,377,523,1349,158,519,210,335
17,Devin,Harris,0,BAT,Forward,Junior,Bear (DE),United States of America,79,23,135,123,13,118,40,11,23,26,56,51,91,0,0,21,39,2,1,2,1.000,0.500,2,1,2,1.000,0.500,0,0,0,0.000,0.000,1,1,2,2.000,1.000,1.000,0,0,0.000,0.00,67,39,80,1.194,0.582,0.045,8,4,8,1.000,0.500,0.000,2,1,2,1.000,0.500,0.000,17,13,26,1.529,0.765,0.000,3,2,0.667,1,3,0.333,0.333,0.000,0.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,29,24,0.828,9,22,0.409,0.069,0.207,0.448,9,10,1.111,4,7,0.571,0.571,0.111,0.222,0.556,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,2,0.667,1,1,1.000,1.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,13,14,1.077,7,10,0.700,0.700,0.231,0.000,0.538,36,39,1.083,17,28,0.607,0.607,0.083,0.194,0.556,26,27,1.038,11,19,0.579,0.115,0.154,0.538,33,47,1.424,19,28,0.679,0.804,0.576,7,14,0.500,0.50,108,84,0.778,32,90,0.356,0.296,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
18,Trace,Gotham,1,BAT,Guard,Junior,Medfield (MA),United States of America,78,21,126,117,30,52,14,7,11,25,36,50,98,12,29,5,7,9,2,4,0.444,0.222,0,0,0,0.000,0.000,29,12,36,1.241,0.414,29,11,33,1.138,0.379,0.569,11,28,0.393,0.97,39,27,54,1.385,0.692,0.000,2,1,2,1.000,0.500,0.000,16,7,15,0.938,0.438,0.063,1,1,2,2.000,1.000,0.000,2,3,1.500,0,0,0.000,0.000,0.000,1.000,1.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,2,0,0.000,0,2,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,54,50,0.926,18,45,0.400,0.533,0.352,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,25,24,0.960,12,17,0.706,0.706,0.320,0.000,0.480,19,30,1.579,15,19,0.789,0.789,0.000,0.000,0.789,9,4,0.444,2,8,0.250,0.111,0.000,0.222,84,78,0.929,29,73,0.397,0.466,0.345,10,25,0.400,0.34,42,32,0.762,13,36,0.361,0.310,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
19,Stephon,Baxter,2,BAT,Guard,Senior,Worcester (MA),United States of America,71,21,411,356,65,90,12,26,1,55,41,137,329,30,88,52,64,66,21,42,0.636,0.318,19,7,14,0.737,0.368,88,30,90,1.023,0.341,59,20,60,1.017,0.339,0.508,20,56,0.357,0.95,106,62,129,1.217,0.585,0.066,3,0,0,0.000,0.000,0.000,45,16,32,0.711,0.356,0.000,0,0,0,0.000,0.000,0.000,62,41,0.661,17,56,0.304,0.321,0.065,0.048,0.306,92,98,1.065,44,79,0.557,0.608,0.120,0.043,0.489,2,2,1.000,0,1,0.000,0.000,0.500,0.500,2,5,2.500,2,2,1.000,1.250,0.000,0.000,1.000,23,19,0.826,6,20,0.300,0.375,0.043,0.087,0.348,81,65,0.802,25,66,0.379,0.447,0.346,34,22,0.647,8,28,0.286,0.339,0.118,0.059,0.294,68,61,0.897,21,47,0.447,0.489,0.191,0.147,0.426,26,31,1.192,13,24,0.542,0.542,0.000,0.154,0.577,3,2,0.667,1,3,0.333,0.000,0.000,0.333,122,93,0.762,37,99,0.374,0.444,0.303,14,45,0.311,0.45,37,32,0.865,15,32,0.469,0.405,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
20,Drew,Sachs,3,BAT,Guard,Sophomore,Ft. Lauderdale (FL),United States of America,72,4,7,0,2,5,0,0,1,2,0,0,5,0,4,0,0,1,0,0,0.000,0.000,0,0,0,0.000,0.000,4,0,0,0.000,0.000,3,0,0,0.000,0.000,0.000,0,3,0.000,1.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,3,0,0.000,0,2,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,2,0,0.000,0,2,0.000,0.000,0.000,0,2,0.000,1.00,0,0,0.000,0,0,0.000,0.000,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
21,Jahmir,Primer,4,BAT,Guard,Sophomore,Hempstead (NY),United States of America,74,22,339,250,54,82,12,21,9,76,43,94,241,26,94,36,58,14,6,12,0.857,0.429,19,6,12,0.632,0.316,94,26,78,0.830,0.277,68,19,55,0.809,0.279,0.404,17,64,0.266,0.94,101,52,114,1.129,0.515,0.129,0,0,0,0.000,0.000,0.000,13,4,9,0.692,0.308,0.077,1,0,0,0.000,0.000,0.000,42,35,0.833,15,33,0.455,0.470,0.143,0.095,0.405,66,46,0.697,17,51,0.333,0.402,0.182,0.061,0.303,1,0,0.000,0,1,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,13,17,1.308,6,12,0.500,0.708,0.077,0.000,0.462,97,57,0.588,21,76,0.276,0.336,0.237,6,1,0.167,0,4,0.000,0.000,0.167,0.167,0.167,72,79,1.097,31,52,0.596,0.635,0.139,0.236,0.528,2,0,0.000,0,1,0.000,0.000,0.500,0.000,0.000,6,5,0.833,2,6,0.333,0.000,0.167,0.333,123,97,0.789,32,97,0.330,0.402,0.260,14,44,0.318,0.45,45,28,0.622,12,40,0.300,0.267,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
22,Simon,McCormick,5,BAT,Guard,Junior,Whitefield (ME),United States of America,68,23,199,144,38,62,5,26,0,34,39,50,157,31,102,13,18,15,4,9,0.600,0.267,6,1,2,0.333,0.167,102,31,94,0.922,0.304,88,27,81,0.920,0.307,0.455,26,85,0.306,0.97,27,11,22,0.815,0.407,0.000,0,0,0,0.000,0.000,0.000,5,2,4,0.800,0.400,0.000,0,0,0,0.000,0.000,0.000,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,18,8,0.444,3,14,0.214,0.250,0.222,0.056,0.167,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,18,24,1.333,7,15,0.467,0.700,0.111,0.111,0.444,80,48,0.600,16,68,0.235,0.331,0.225,19,14,0.737,5,17,0.294,0.412,0.105,0.000,0.263,44,36,0.818,14,32,0.438,0.531,0.227,0.045,0.364,5,6,1.200,2,3,0.667,0.667,0.200,0.200,0.600,1,0,0.000,0,1,0.000,0.000,0.000,0.000,89,63,0.708,26,68,0.382,0.441,0.292,8,29,0.276,0.43,28,30,1.071,13,26,0.500,0.464,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
23,Lincoln,Rybeck,10,BAT,Guard,Sophomore,South Glastonbury (CT),United States of America,74,7,25,10,5,11,1,2,1,6,5,2,15,0,4,6,8,4,1,2,0.500,0.250,0,0,0,0.000,0.000,4,0,0,0.000,0.000,4,0,0,0.000,0.000,0.000,0,4,0.000,1.00,6,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,7,4,0.571,1,3,0.333,0.333,0.429,0.143,0.286,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,7,2,0.286,1,6,0.167,0.167,0.143,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,7,4,0.571,0,2,0.000,0.000,0.286,0.429,0.429,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,7,6,0.857,3,7,0.429,0.429,0.429,0,4,0.000,0.57,3,4,1.333,2,2,1.000,0.667,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
24,David,Omasombo,11,BAT,Guard,Freshman,Lewiston (ME),United States of America,69,9,39,32,10,5,0,0,0,5,8,12,34,8,20,0,0,2,0,0,0.000,0.000,1,0,0,0.000,0.000,20,8,24,1.200,0.400,11,7,21,1.909,0.636,0.955,7,11,0.636,1.00,8,4,8,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,3,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,2,0,0.000,0,1,0.000,0.000,0.500,0.000,0.000,9,5,0.556,2,9,0.222,0.278,0.000,0.000,0.222,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,12,11,0.917,4,12,0.333,0.458,0.333,2,3,1.500,1,2,0.500,0.750,0.000,0.000,0.500,7,8,1.143,3,6,0.500,0.667,0.143,0.000,0.429,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,19,24,1.263,8,16,0.500,0.625,0.421,4,9,0.444,0.56,5,4,0.800,2,5,0.400,0.400,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
25,Aydan,Gedeon-Hope,12,BAT,Guard,Sophomore,Norton (MA),United States of America,75,1,1,1,0,4,2,1,0,0,0,1,1,0,0,0,0,1,1,2,2.000,1.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0.000,0,0,0.000,0.000,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
26,Garvin,McLaughlin,13,BAT,Guard,Sophomore,Milton (MA),United States of America,76,6,10,7,0,4,1,1,0,0,1,2,9,1,7,2,3,0,0,0,0.000,0.000,1,0,0,0.000,0.000,7,1,3,0.429,0.143,8,1,3,0.375,0.125,0.188,1,7,0.143,0.88,1,1,2,2.000,1.000,1.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,4,0,0.000,0,4,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,1.000,1.000,2,3,1.500,1,2,0.500,0.750,0.000,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,0,0,0.000,0.000,1.000,1.000,2,4,2.000,1,2,0.500,0.750,0.500,1,2,0.500,1.00,1,2,2.000,1,1,1.000,1.000,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
27,Brady,Coyne,14,BAT,Guard,Freshman,Falmouth (ME),United States of America,72,24,169,164,20,40,5,21,3,18,26,47,133,35,95,35,40,9,3,6,0.667,0.333,8,3,6,0.750,0.375,97,35,106,1.093,0.361,94,34,102,1.085,0.362,0.537,33,92,0.359,0.98,12,4,8,0.667,0.333,0.000,0,0,0,0.000,0.000,0.000,6,2,4,0.667,0.333,0.000,0,0,0,0.000,0.000,0.000,5,4,0.800,2,5,0.400,0.400,0.000,0.000,0.400,13,2,0.154,1,8,0.125,0.125,0.308,0.077,0.077,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,8,13,1.625,3,6,0.500,0.667,0.000,0.250,0.625,79,67,0.848,19,67,0.284,0.398,0.303,17,26,1.529,9,16,0.563,0.700,0.000,0.063,0.563,35,42,1.200,12,28,0.407,0.574,0.088,0.118,0.441,2,2,1.000,0,1,0.000,0.000,0.000,0.500,0.500,3,3,1.000,0,1,0.000,0.333,0.333,0.333,87,73,0.839,26,71,0.366,0.430,0.299,9,28,0.321,0.39,38,36,0.947,18,34,0.529,0.474,Bates College,Bobcats,Jon Furbush,7,17,1,9,24,2006,616,1515,203,621,216,327,0.407,0.327,0.661,0.474,0.172,0.41,Bates College,Bobcats,Jon Furbush,7,17,1,9,272,2006,1650,293,784,172,160,76,345,428,616,1975,203,619,216,327
